persona,question,average_score,standard_deviation
34,19,4.0,0.0
34,20,2.1,0.5676462121975466
34,21,3.7,0.48304589153964794
34,22,4.1,0.31622776601683794
34,23,4.2,0.4216370213557839
34,24,3.0,0.0
34,25,3.4,0.5163977794943223
34,26,2.9,0.7378647873726218
34,27,3.8,0.4216370213557839
34,28,3.5,0.7071067811865476
34,29,3.9,0.31622776601683794
34,30,2.9,0.31622776601683794
35,1,5.0,0.0
35,2,3.9,0.31622776601683794
35,3,2.3,0.48304589153964794
35,4,2.9,0.31622776601683794
35,5,3.1,0.31622776601683794
35,6,4.1,0.31622776601683794
35,7,4.0,0.0
35,8,4.0,0.0
35,9,3.1,0.31622776601683794
35,10,3.3,0.48304589153964794
35,11,5.0,0.0
35,12,4.2,0.4216370213557839
35,13,4.3,0.48304589153964794
35,14,3.9,0.31622776601683794
35,15,3.5,0.5270462766947299
35,16,5.0,0.0
35,17,5.0,0.0
35,18,3.2,0.4216370213557839
35,19,4.0,0.0
35,20,3.7,0.48304589153964794
35,21,5.0,0.0
35,22,4.0,0.0
35,23,4.0,0.0
35,24,3.0,0.0
35,25,2.1,0.7378647873726218
35,26,3.0,0.0
35,27,4.0,0.0
35,28,3.8,0.4216370213557839
35,29,3.5,0.5270462766947299
35,30,3.3,0.48304589153964794
36,1,4.0,0.0
36,2,4.0,0.0
36,3,2.0,0.0
36,4,2.0,0.0
36,5,1.9,0.31622776601683794
36,6,4.0,0.0
36,7,4.0,0.0
36,8,3.5,0.5270462766947299
36,9,1.7,0.48304589153964794
36,10,3.1,0.31622776601683794
36,11,4.0,0.0
36,12,4.0,0.0
36,13,4.1,0.31622776601683794
36,14,3.7,0.48304589153964794
36,15,1.3,0.48304589153964794
36,16,4.3,0.48304589153964794
36,17,4.7,0.48304589153964794
36,18,3.3,0.48304589153964794
36,19,4.0,0.0
36,20,2.1,0.31622776601683794
36,21,5.0,0.0
36,22,4.1,0.31622776601683794
36,23,4.0,0.0
36,24,1.8,1.1352924243950935
36,25,1.2,0.6324555320336759
36,26,2.3,0.48304589153964794
36,27,4.0,0.0
36,28,2.1,0.31622776601683794
36,29,3.5,0.5270462766947299
36,30,2.4,0.5163977794943223
37,1,5.0,0.0
37,2,4.3,0.48304589153964794
37,3,3.0,0.0
37,4,4.4,0.5163977794943222
37,5,4.1,0.31622776601683794
37,6,5.0,0.0
37,7,4.9,0.31622776601683794
37,8,4.0,0.0
37,9,2.4,0.5163977794943223
37,10,2.7,0.48304589153964794
37,11,5.0,0.0
37,12,5.0,0.0
37,13,3.8,0.4216370213557839
37,14,4.9,0.31622776601683794
37,15,2.4,0.6992058987801011
37,16,5.0,0.0
37,17,5.0,0.0
37,18,4.0,0.0
37,19,5.0,0.0
37,20,4.0,0.0
37,21,4.9,0.31622776601683794
37,22,4.8,0.4216370213557839
37,23,4.0,0.0
37,24,3.3,0.6749485577105528
37,25,1.6,0.5163977794943223
37,26,3.1,0.7378647873726218
37,27,4.1,0.31622776601683794
37,28,3.9,0.31622776601683794
37,29,4.0,0.0
37,30,4.1,0.31622776601683794
38,1,5.0,0.0
38,2,4.0,0.0
38,3,3.2,0.4216370213557839
38,4,2.1,0.31622776601683794
38,5,2.0,0.0
38,6,4.4,0.5163977794943222
38,7,4.0,0.0
38,8,4.0,0.0
38,9,1.6,0.5163977794943223
38,10,2.6,0.5163977794943223
38,11,4.5,0.5270462766947299
38,12,5.0,0.0
38,13,4.0,0.0
38,14,3.0,0.0
38,15,2.9,0.5676462121975466
38,16,5.0,0.0
38,17,5.0,0.0
38,18,3.9,0.31622776601683794
38,19,4.0,0.0
38,20,1.9,0.31622776601683794
38,21,5.0,0.0
38,22,4.8,0.4216370213557839
38,23,4.0,0.0
38,24,1.9,0.5676462121975467
38,25,1.7,0.6749485577105528
38,26,1.6,0.5163977794943223
38,27,4.0,0.0
38,28,0.9,0.31622776601683794
38,29,3.7,0.48304589153964794
38,30,3.9,0.31622776601683794
39,1,3.9,0.31622776601683794
39,2,4.2,0.4216370213557839
39,3,4.0,0.0
39,4,4.0,0.0
39,5,2.9,0.31622776601683794
39,6,4.4,0.5163977794943222
39,7,4.2,0.4216370213557839
39,8,4.0,0.0
39,9,3.1,0.31622776601683794
39,10,2.8,0.4216370213557839
39,11,4.0,0.0
39,12,5.0,0.0
39,13,4.1,0.31622776601683794
39,14,4.5,0.5270462766947299
39,15,0.8,0.4216370213557839
39,16,4.0,0.0
39,17,4.8,0.4216370213557839
39,18,4.5,0.5270462766947299
39,19,5.0,0.0
39,20,3.7,0.48304589153964794
39,21,4.1,0.31622776601683794
39,22,4.0,0.0
39,23,3.3,0.48304589153964794
39,24,3.1,0.31622776601683794
39,25,1.9,0.31622776601683794
39,26,1.1,0.7378647873726218
39,27,3.9,0.31622776601683794
39,28,4.0,0.0
39,29,4.7,0.48304589153964794
39,30,3.3,0.48304589153964794
40,1,3.2,0.4216370213557839
40,2,4.0,0.0
40,3,1.9,0.31622776601683794
40,4,1.9,0.31622776601683794
40,5,1.0,0.0
40,6,4.0,0.0
40,7,3.6,0.5163977794943223
40,8,1.8,0.4216370213557839
40,9,1.0,0.0
40,10,1.0,0.0
40,11,3.3,0.48304589153964794
40,12,4.2,0.4216370213557839
40,13,2.0,0.0
40,14,3.5,0.5270462766947299
40,15,0.2,0.42163702135578396
40,16,4.0,0.0
40,17,4.4,0.5163977794943222
40,18,3.0,0.0
40,19,3.6,0.5163977794943223
40,20,0.9,0.31622776601683794
40,21,4.0,0.0
40,22,4.0,0.0
40,23,2.1,0.31622776601683794
40,24,1.5,0.5270462766947299
40,25,0.0,0.0
40,26,1.8,0.42163702135578396
40,27,3.9,0.31622776601683794
40,28,1.2,0.42163702135578396
40,29,1.9,0.31622776601683794
40,30,2.0,0.0
41,1,5.0,0.0
41,2,4.2,0.4216370213557839
41,3,2.4,0.5163977794943223
41,4,2.9,0.31622776601683794
41,5,3.0,0.0
41,6,5.0,0.0
41,7,4.0,0.0
41,8,3.8,0.4216370213557839
41,9,2.0,0.0
41,10,2.8,0.4216370213557839
41,11,5.0,0.0
41,12,5.0,0.0
41,13,3.9,0.31622776601683794
41,14,3.2,0.4216370213557839
41,15,4.3,0.48304589153964794
41,16,5.0,0.0
41,17,5.0,0.0
41,18,3.1,0.31622776601683794
41,19,4.0,0.0
41,20,2.4,0.5163977794943223
41,21,5.0,0.0
41,22,4.8,0.4216370213557839
41,23,4.0,0.0
41,24,3.0,0.4714045207910317
41,25,1.8,0.4216370213557839
41,26,3.8,0.4216370213557839
41,27,4.0,0.0
41,28,2.0,0.0
41,29,2.7,0.8232726023485646
41,30,4.0,0.0
42,1,4.0,0.0
42,2,4.0,0.0
42,3,1.9,0.31622776601683794
42,4,3.0,0.0
42,5,1.9,0.31622776601683794
42,6,4.0,0.0
42,7,4.0,0.0
42,8,4.0,0.0
42,9,1.8,0.4216370213557839
42,10,2.3,0.48304589153964794
42,11,4.0,0.0
42,12,4.2,0.4216370213557839
42,13,3.9,0.31622776601683794
42,14,4.0,0.0
42,15,0.8,0.7888106377466155
42,16,4.7,0.48304589153964794
42,17,5.0,0.0
42,18,4.0,0.0
42,19,4.0,0.0
42,20,2.7,0.48304589153964794
42,21,5.0,0.0
42,22,4.1,0.31622776601683794
42,23,3.9,0.31622776601683794
42,24,2.6,0.5163977794943223
42,25,1.3,0.6749485577105528
42,26,2.3,0.6749485577105528
42,27,3.2,0.4216370213557839
42,28,4.0,0.0
42,29,3.8,0.4216370213557839
42,30,3.0,0.0
43,1,3.3,0.48304589153964794
43,2,4.8,0.4216370213557839
43,3,2.4,0.5163977794943223
43,4,3.0,0.0
43,5,2.0,0.0
43,6,3.9,0.31622776601683794
43,7,4.0,0.0
43,8,4.0,0.0
43,9,2.0,0.0
43,10,1.8,0.42163702135578396
43,11,4.0,0.0
43,12,5.0,0.0
43,13,3.5,0.5270462766947299
43,14,4.0,0.0
43,15,0.4,0.5163977794943223
43,16,4.0,0.0
43,17,4.3,0.48304589153964794
43,18,3.0,0.0
43,19,4.0,0.0
43,20,2.0,0.6666666666666666
43,21,3.9,0.31622776601683794
43,22,4.3,0.48304589153964794
43,23,3.1,0.31622776601683794
43,24,2.8,0.4216370213557839
43,25,1.2,0.6324555320336759
43,26,1.5,0.5270462766947299
43,27,4.0,0.0
43,28,1.8,0.42163702135578396
43,29,3.7,0.48304589153964794
43,30,2.8,0.4216370213557839
44,1,5.0,0.0
44,2,4.0,0.0
44,3,3.2,0.4216370213557839
44,4,2.9,0.5676462121975467
44,5,2.5,0.5270462766947299
44,6,5.0,0.0
44,7,4.3,0.48304589153964794
44,8,4.5,0.5270462766947299
44,9,1.0,0.0
44,10,3.7,0.48304589153964794
44,11,5.0,0.0
44,12,4.9,0.31622776601683794
44,13,5.0,0.0
44,14,2.5,0.5270462766947299
44,15,2.4,0.6992058987801011
44,16,5.0,0.0
44,17,5.0,0.0
44,18,4.5,0.5270462766947299
44,19,4.1,0.31622776601683794
44,20,3.2,0.6324555320336759
44,21,5.0,0.0
44,22,5.0,0.0
44,23,4.0,0.0
44,24,1.3,1.1595018087284057
44,25,1.2,0.9189365834726815
44,26,1.8,0.6324555320336759
44,27,4.4,0.5163977794943222
44,28,1.2,0.9189365834726815
44,29,4.1,0.31622776601683794
44,30,2.3,1.3374935098492586
45,1,4.0,0.0
45,2,4.0,0.0
45,3,4.0,0.0
45,4,4.0,0.0
45,5,4.0,0.0
45,6,4.6,0.5163977794943222
45,7,4.4,0.5163977794943222
45,8,4.6,0.5163977794943222
45,9,4.1,0.31622776601683794
45,10,4.0,0.0
45,11,4.5,0.5270462766947299
45,12,4.0,0.0
45,13,5.0,0.0
45,14,4.0,0.0
45,15,5.0,0.0
45,16,5.0,0.0
45,17,4.4,0.5163977794943222
45,18,5.0,0.0
45,19,5.0,0.0
45,20,4.0,0.0
45,21,5.0,0.0
45,22,5.0,0.0
45,23,5.0,0.0
45,24,4.5,0.5270462766947299
45,25,3.9,0.31622776601683794
45,26,3.3,0.8232726023485646
45,27,3.6,0.8432740427115678
45,28,2.8,0.9189365834726815
45,29,4.4,0.6992058987801011
45,30,5.0,0.0
46,1,5.0,0.0
46,2,4.0,0.0
46,3,2.0,0.0
46,4,2.7,0.48304589153964794
46,5,3.0,0.0
46,6,4.3,0.48304589153964794
46,7,4.0,0.0
46,8,3.3,0.48304589153964794
46,9,1.8,0.42163702135578396
46,10,2.7,0.48304589153964794
46,11,4.8,0.4216370213557839
46,12,4.4,0.5163977794943222
46,13,3.4,0.5163977794943223
46,14,4.0,0.0
46,15,2.1,0.5676462121975466
46,16,5.0,0.0
46,17,4.8,0.4216370213557839
46,18,3.7,0.48304589153964794
46,19,4.0,0.0
46,20,2.9,0.5676462121975467
46,21,5.0,0.0
46,22,4.1,0.31622776601683794
46,23,3.6,0.5163977794943223
46,24,2.5,0.5270462766947299
46,25,2.2,0.6324555320336759
46,26,3.7,0.48304589153964794
46,27,3.8,0.4216370213557839
46,28,3.9,0.31622776601683794
46,29,3.2,0.4216370213557839
46,30,3.2,0.4216370213557839
47,1,4.2,0.4216370213557839
47,2,3.7,0.48304589153964794
47,3,4.8,0.4216370213557839
47,4,4.0,0.0
47,5,4.0,0.0
47,6,5.0,0.0
47,7,4.4,0.5163977794943222
47,8,5.0,0.0
47,9,4.4,0.5163977794943222
47,10,3.9,0.31622776601683794
47,11,5.0,0.0
47,12,4.3,0.48304589153964794
47,13,5.0,0.0
47,14,4.0,0.0
47,15,4.7,0.48304589153964794
47,16,4.6,0.5163977794943222
47,17,4.5,0.5270462766947299
47,18,5.0,0.0
47,19,5.0,0.0
47,20,4.0,0.0
47,21,5.0,0.0
47,22,4.9,0.31622776601683794
47,23,5.0,0.0
47,24,4.0,0.0
47,25,3.9,0.31622776601683794
47,26,2.1,0.31622776601683794
47,27,2.9,1.1005049346146119
47,28,4.0,0.0
47,29,4.0,0.0
47,30,4.8,0.4216370213557839
48,1,3.6,0.5163977794943223
48,2,3.9,0.31622776601683794
48,3,1.0,0.0
48,4,1.8,0.42163702135578396
48,5,1.0,0.0
48,6,3.6,0.5163977794943223
48,7,4.0,0.0
48,8,2.9,0.31622776601683794
48,9,1.0,0.0
48,10,1.3,0.4830458915396479
48,11,4.0,0.0
48,12,4.0,0.0
48,13,2.9,0.31622776601683794
48,14,4.0,0.0
48,15,0.0,0.0
48,16,4.0,0.0
48,17,4.1,0.31622776601683794
48,18,2.9,0.31622776601683794
48,19,3.1,0.31622776601683794
48,20,1.8,0.42163702135578396
48,21,4.7,0.48304589153964794
48,22,4.0,0.0
48,23,2.8,0.4216370213557839
48,24,2.2,0.4216370213557839
48,25,0.9,0.5676462121975466
48,26,1.0,0.6666666666666666
48,27,4.0,0.0
48,28,3.1,0.31622776601683794
48,29,3.5,0.5270462766947299
48,30,3.2,0.4216370213557839
49,1,4.2,0.4216370213557839
49,2,4.0,0.0
49,3,2.5,0.5270462766947299
49,4,1.8,0.4216370213557839
49,5,2.2,0.4216370213557839
49,6,4.7,0.48304589153964794
49,7,4.2,0.4216370213557839
49,8,4.0,0.0
49,9,1.3,0.4830458915396479
49,10,2.9,0.31622776601683794
49,11,4.4,0.5163977794943222
49,12,4.7,0.48304589153964794
49,13,3.8,0.4216370213557839
49,14,3.5,0.5270462766947299
49,15,1.8,0.6324555320336759
49,16,5.0,0.0
49,17,4.5,0.5270462766947299
49,18,2.3,0.48304589153964794
49,19,3.9,0.31622776601683794
49,20,2.8,0.6324555320336759
49,21,5.0,0.0
49,22,4.0,0.0
49,23,4.0,0.0
49,24,2.2,0.4216370213557839
49,25,3.5,0.7071067811865476
49,26,2.9,0.7378647873726218
49,27,4.0,0.0
49,28,3.4,0.5163977794943223
49,29,2.0,0.0
49,30,3.4,0.5163977794943223
50,1,4.0,0.0
50,2,3.3,0.6749485577105528
50,3,4.0,0.0
50,4,4.0,0.0
50,5,4.0,0.0
50,6,4.4,0.5163977794943222
50,7,4.3,0.48304589153964794
50,8,4.1,0.31622776601683794
50,9,4.0,0.0
50,10,3.8,0.4216370213557839
50,11,4.7,0.48304589153964794
50,12,4.3,0.48304589153964794
50,13,4.7,0.48304589153964794
50,14,4.0,0.0
50,15,3.9,0.31622776601683794
50,16,4.4,0.5163977794943222
50,17,4.0,0.0
50,18,4.0,0.0
50,19,5.0,0.0
50,20,3.9,0.31622776601683794
50,21,5.0,0.0
50,22,4.4,0.5163977794943222
50,23,4.8,0.4216370213557839
50,24,4.0,0.0
50,25,3.2,0.4216370213557839
50,26,1.5,0.5270462766947299
50,27,0.5,0.7071067811865476
50,28,4.0,0.0
50,29,4.3,0.48304589153964794
50,30,4.1,0.31622776601683794
51,1,4.1,0.31622776601683794
51,2,4.0,0.0
51,3,3.3,0.48304589153964794
51,4,1.6,0.5163977794943223
51,5,1.0,0.4714045207910317
51,6,4.0,0.0
51,7,4.0,0.0
51,8,4.1,0.31622776601683794
51,9,1.0,0.0
51,10,2.4,0.5163977794943223
51,11,4.5,0.5270462766947299
51,12,4.6,0.5163977794943222
51,13,4.8,0.4216370213557839
51,14,2.9,0.31622776601683794
51,15,0.3,0.4830458915396479
51,16,4.8,0.4216370213557839
51,17,5.0,0.0
51,18,3.9,0.31622776601683794
51,19,3.1,1.449137674618944
51,20,0.6,0.6992058987801011
51,21,5.0,0.0
51,22,4.7,0.48304589153964794
51,23,4.4,0.5163977794943222
51,24,3.8,0.6324555320336759
51,25,0.9,0.8755950357709134
51,26,1.0,0.6666666666666666
51,27,3.9,0.5676462121975467
51,28,3.5,1.2692955176439846
51,29,4.7,0.48304589153964794
51,30,0.0,0.0
52,1,5.0,0.0
52,2,4.0,0.0
52,3,1.7,0.6749485577105528
52,4,2.9,0.31622776601683794
52,5,1.1,0.31622776601683794
52,6,4.4,0.5163977794943222
52,7,4.1,0.31622776601683794
52,8,4.0,0.0
52,9,1.7,0.4830458915396479
52,10,3.1,0.31622776601683794
52,11,4.4,0.5163977794943222
52,12,4.3,0.48304589153964794
52,13,3.4,0.5163977794943223
52,14,3.1,0.31622776601683794
52,15,0.3,0.4830458915396479
52,16,4.0,0.0
52,17,4.7,0.48304589153964794
52,18,3.0,0.0
52,19,4.0,0.0
52,20,1.9,0.7378647873726218
52,21,4.2,0.4216370213557839
52,22,4.0,0.0
52,23,3.0,0.0
52,24,2.6,0.6992058987801011
52,25,0.1,0.31622776601683794
52,26,1.7,0.48304589153964794
52,27,3.8,0.4216370213557839
52,28,2.4,0.6992058987801011
52,29,3.1,0.5676462121975467
52,30,3.1,0.5676462121975467
53,1,3.1,0.8755950357709131
53,2,4.0,0.0
53,3,5.0,0.0
53,4,2.1,0.7378647873726218
53,5,2.5,0.5270462766947299
53,6,4.1,0.31622776601683794
53,7,5.0,0.0
53,8,4.8,0.4216370213557839
53,9,1.0,0.0
53,10,2.2,0.4216370213557839
53,11,4.2,0.4216370213557839
53,12,4.9,0.31622776601683794
53,13,4.4,0.5163977794943222
53,14,2.2,0.9189365834726815
53,15,0.8,0.42163702135578396
53,16,4.1,0.31622776601683794
53,17,4.9,0.31622776601683794
53,18,5.0,0.0
53,19,3.4,1.505545305418162
53,20,3.1,0.9944289260117533
53,21,4.9,0.31622776601683794
53,22,5.0,0.0
53,23,4.9,0.31622776601683794
53,24,5.0,0.0
53,25,3.9,0.31622776601683794
53,26,1.0,0.4714045207910317
53,27,4.5,0.5270462766947299
53,28,0.8,0.6324555320336759
53,29,3.9,1.286683937707919
53,30,2.9,0.8755950357709131
54,1,5.0,0.0
54,2,4.0,0.0
54,3,1.7,0.48304589153964794
54,4,1.9,0.31622776601683794
54,5,2.5,0.7071067811865476
54,6,4.6,0.5163977794943222
54,7,4.0,0.0
54,8,3.0,0.4714045207910317
54,9,1.5,0.5270462766947299
54,10,2.0,0.0
54,11,4.9,0.31622776601683794
54,12,4.4,0.5163977794943222
54,13,3.0,0.0
54,14,4.0,0.0
54,15,2.1,0.31622776601683794
54,16,5.0,0.0
54,17,5.0,0.0
54,18,3.5,0.5270462766947299
54,19,4.0,0.0
54,20,2.1,0.5676462121975466
54,21,5.0,0.0
54,22,4.0,0.0
54,23,3.5,0.5270462766947299
54,24,1.7,0.6749485577105528
54,25,1.9,0.7378647873726218
54,26,4.4,0.5163977794943222
54,27,4.0,0.0
54,28,2.0,0.4714045207910317
54,29,1.8,0.42163702135578396
54,30,3.4,0.5163977794943223
55,1,3.4,0.5163977794943223
55,2,4.0,0.0
55,3,2.2,0.4216370213557839
55,4,3.7,0.48304589153964794
55,5,2.0,0.0
55,6,4.0,0.0
55,7,4.6,0.5163977794943222
55,8,4.0,0.0
55,9,2.0,0.0
55,10,2.0,0.0
55,11,3.7,0.48304589153964794
55,12,4.0,0.0
55,13,4.0,0.0
55,14,4.0,0.0
55,15,1.9,0.5676462121975467
55,16,4.0,0.0
55,17,4.1,0.31622776601683794
55,18,4.0,0.0
55,19,4.5,0.5270462766947299
55,20,2.8,0.4216370213557839
55,21,4.5,0.5270462766947299
55,22,4.3,0.48304589153964794
55,23,3.9,0.31622776601683794
55,24,3.9,0.31622776601683794
55,25,1.8,0.6324555320336759
55,26,1.7,0.6749485577105528
55,27,2.3,0.8232726023485646
55,28,4.0,0.0
55,29,4.0,0.0
55,30,3.8,0.4216370213557839
56,1,5.0,0.0
56,2,4.1,0.31622776601683794
56,3,2.8,0.4216370213557839
56,4,3.7,0.48304589153964794
56,5,2.5,0.5270462766947299
56,6,5.0,0.0
56,7,4.2,0.4216370213557839
56,8,4.0,0.0
56,9,1.9,0.31622776601683794
56,10,3.2,0.4216370213557839
56,11,5.0,0.0
56,12,5.0,0.0
56,13,4.0,0.0
56,14,4.0,0.0
56,15,4.6,0.5163977794943222
56,16,5.0,0.0
56,17,5.0,0.0
56,18,4.0,0.0
56,19,5.0,0.0
56,20,4.0,0.0
56,21,5.0,0.0
56,22,5.0,0.0
56,23,4.4,0.5163977794943222
56,24,3.5,0.5270462766947299
56,25,1.5,0.7071067811865476
56,26,3.8,0.6324555320336759
56,27,5.0,0.0
56,28,4.0,0.0
56,29,4.0,0.0
56,30,3.5,0.5270462766947299
57,1,4.3,0.48304589153964794
57,2,4.4,0.5163977794943222
57,3,4.0,0.0
57,4,3.2,0.4216370213557839
57,5,3.5,0.5270462766947299
57,6,4.9,0.31622776601683794
57,7,4.5,0.5270462766947299
57,8,4.4,0.5163977794943222
57,9,4.0,0.0
57,10,3.0,0.0
57,11,4.9,0.31622776601683794
57,12,5.0,0.0
57,13,4.2,0.4216370213557839
57,14,3.9,0.31622776601683794
57,15,4.0,0.4714045207910317
57,16,5.0,0.0
57,17,5.0,0.0
57,18,4.9,0.31622776601683794
57,19,4.8,0.4216370213557839
57,20,4.0,0.0
57,21,5.0,0.0
57,22,5.0,0.0
57,23,4.0,0.0
57,24,3.3,0.48304589153964794
57,25,2.2,0.4216370213557839
57,26,1.8,0.42163702135578396
57,27,4.0,0.0
57,28,4.0,0.0
57,29,3.3,0.6749485577105528
57,30,4.0,0.0
58,1,4.0,0.0
58,2,2.8,0.4216370213557839
58,3,1.8,0.6324555320336759
58,4,3.1,0.31622776601683794
58,5,2.1,0.31622776601683794
58,6,3.6,0.5163977794943223
58,7,4.0,0.0
58,8,3.5,0.7071067811865476
58,9,1.8,0.42163702135578396
58,10,2.8,0.4216370213557839
58,11,4.1,0.31622776601683794
58,12,2.9,0.31622776601683794
58,13,3.9,0.31622776601683794
58,14,3.8,0.4216370213557839
58,15,1.3,0.4830458915396479
58,16,4.0,0.0
58,17,4.1,0.31622776601683794
58,18,3.3,0.48304589153964794
58,19,4.0,0.0
58,20,2.6,0.6992058987801011
58,21,5.0,0.0
58,22,3.3,0.48304589153964794
58,23,4.0,0.0
58,24,2.5,0.5270462766947299
58,25,1.3,0.8232726023485646
58,26,1.2,0.42163702135578396
58,27,2.1,0.31622776601683794
58,28,3.0,0.6666666666666666
58,29,3.8,0.6324555320336759
58,30,2.8,0.9189365834726815
59,1,5.0,0.0
59,2,4.1,0.31622776601683794
59,3,2.6,0.5163977794943223
59,4,2.0,0.0
59,5,2.0,0.0
59,6,4.7,0.48304589153964794
59,7,4.0,0.0
59,8,4.0,0.0
59,9,2.0,0.0
59,10,3.0,0.0
59,11,5.0,0.0
59,12,4.5,0.5270462766947299
59,13,4.0,0.0
59,14,3.1,0.31622776601683794
59,15,1.5,0.5270462766947299
59,16,5.0,0.0
59,17,4.9,0.31622776601683794
59,18,4.0,0.0
59,19,4.0,0.0
59,20,2.6,0.5163977794943223
59,21,5.0,0.0
59,22,4.2,0.4216370213557839
59,23,4.0,0.0
59,24,2.5,0.5270462766947299
59,25,1.5,0.7071067811865476
59,26,2.0,0.0
59,27,4.0,0.0
59,28,1.9,0.31622776601683794
59,29,2.6,0.6992058987801011
59,30,3.0,0.0
60,1,2.5,0.5270462766947299
60,2,3.0,0.0
60,3,3.3,0.48304589153964794
60,4,3.7,0.48304589153964794
60,5,1.4,0.5163977794943223
60,6,3.0,0.0
60,7,3.8,0.4216370213557839
60,8,4.0,0.0
60,9,2.4,0.5163977794943223
60,10,2.2,0.4216370213557839
60,11,2.9,0.31622776601683794
60,12,3.3,0.48304589153964794
60,13,4.0,0.0
60,14,4.0,0.0
60,15,1.2,0.42163702135578396
60,16,2.9,0.31622776601683794
60,17,4.0,0.0
60,18,5.0,0.0
60,19,5.0,0.0
60,20,2.0,0.0
60,21,4.2,0.4216370213557839
60,22,3.7,0.48304589153964794
60,23,4.9,0.31622776601683794
60,24,4.0,0.0
60,25,1.8,0.42163702135578396
60,26,1.7,0.4830458915396479
60,27,0.9,0.31622776601683794
60,28,4.0,0.0
60,29,4.0,0.0
60,30,2.3,0.6749485577105528
61,1,2.9,0.31622776601683794
61,2,2.8,0.4216370213557839
61,3,1.9,0.5676462121975467
61,4,2.2,0.4216370213557839
61,5,1.0,0.0
61,6,3.5,0.5270462766947299
61,7,3.9,0.31622776601683794
61,8,3.0,0.4714045207910317
61,9,1.1,0.31622776601683794
61,10,1.2,0.4216370213557839
61,11,3.5,0.5270462766947299
61,12,4.0,0.0
61,13,2.9,0.31622776601683794
61,14,3.3,0.48304589153964794
61,15,0.3,0.48304589153964794
61,16,4.0,0.0
61,17,4.4,0.5163977794943222
61,18,3.9,0.31622776601683794
61,19,4.0,0.0
61,20,1.7,0.4830458915396479
61,21,4.3,0.48304589153964794
61,22,4.1,0.31622776601683794
61,23,3.8,0.4216370213557839
61,24,2.9,0.31622776601683794
61,25,0.0,0.0
61,26,1.4,0.6992058987801011
61,27,3.5,0.5270462766947299
61,28,3.9,0.31622776601683794
61,29,3.9,0.31622776601683794
61,30,2.7,0.48304589153964794
62,1,4.0,0.0
62,2,4.0,0.0
62,3,3.0,0.0
62,4,3.4,0.5163977794943223
62,5,2.9,0.31622776601683794
62,6,4.3,0.48304589153964794
62,7,4.0,0.0
62,8,4.0,0.0
62,9,2.1,0.31622776601683794
62,10,3.0,0.0
62,11,4.3,0.48304589153964794
62,12,4.5,0.5270462766947299
62,13,4.0,0.0
62,14,3.9,0.31622776601683794
62,15,3.2,0.4216370213557839
62,16,5.0,0.0
62,17,4.9,0.31622776601683794
62,18,4.0,0.0
62,19,4.0,0.0
62,20,2.6,0.5163977794943223
62,21,5.0,0.0
62,22,4.3,0.48304589153964794
62,23,4.0,0.0
62,24,3.1,0.31622776601683794
62,25,2.2,0.4216370213557839
62,26,2.3,0.6749485577105528
62,27,3.7,0.48304589153964794
62,28,2.8,0.4216370213557839
62,29,4.0,0.0
62,30,3.2,0.4216370213557839
63,1,5.0,0.0
63,2,5.0,0.0
63,3,2.0,0.0
63,4,2.0,0.0
63,5,1.0,0.0
63,6,5.0,0.0
63,7,5.0,0.0
63,8,3.1,0.31622776601683794
63,9,1.0,0.0
63,10,2.0,0.0
63,11,5.0,0.0
63,12,5.0,0.0
63,13,2.2,0.4216370213557839
63,14,3.4,0.5163977794943223
63,15,1.2,0.42163702135578396
63,16,5.0,0.0
63,17,5.0,0.0
63,18,2.1,0.31622776601683794
63,19,3.9,0.31622776601683794
63,20,1.9,0.31622776601683794
63,21,4.3,0.48304589153964794
63,22,5.0,0.0
63,23,3.6,0.5163977794943223
63,24,1.6,0.6992058987801011
63,25,0.9,0.5676462121975466
63,26,1.9,0.5676462121975466
63,27,5.0,0.0
63,28,2.9,0.5676462121975466
63,29,2.3,0.6749485577105528
63,30,2.6,0.5163977794943223
64,1,3.8,0.4216370213557839
64,2,4.1,0.31622776601683794
64,3,1.9,0.31622776601683794
64,4,1.6,0.5163977794943223
64,5,1.6,0.5163977794943223
64,6,4.0,0.0
64,7,4.0,0.0
64,8,3.5,0.5270462766947299
64,9,1.3,0.48304589153964794
64,10,2.2,0.4216370213557839
64,11,4.1,0.31622776601683794
64,12,4.7,0.48304589153964794
64,13,3.3,0.48304589153964794
64,14,3.9,0.31622776601683794
64,15,0.4,0.5163977794943223
64,16,4.2,0.4216370213557839
64,17,4.5,0.5270462766947299
64,18,3.0,0.0
64,19,2.7,0.48304589153964794
64,20,1.5,0.5270462766947299
64,21,4.0,0.0
64,22,4.0,0.0
64,23,3.7,0.48304589153964794
64,24,1.5,0.5270462766947299
64,25,0.7,0.48304589153964794
64,26,2.1,0.8755950357709131
64,27,4.0,0.0
64,28,1.9,0.31622776601683794
64,29,2.1,0.31622776601683794
64,30,2.1,0.5676462121975467
65,1,5.0,0.0
65,2,4.0,0.0
65,3,3.0,0.0
65,4,2.0,0.0
65,5,2.0,0.0
65,6,4.9,0.31622776601683794
65,7,4.0,0.0
65,8,4.0,0.0
65,9,2.0,0.4714045207910317
65,10,3.1,0.31622776601683794
65,11,5.0,0.0
65,12,4.5,0.5270462766947299
65,13,4.0,0.0
65,14,3.3,0.48304589153964794
65,15,3.3,0.48304589153964794
65,16,5.0,0.0
65,17,5.0,0.0
